food_id,name,name_nepali,category,calories,protein,carbohydrates,fat,fiber,sugar,sodium,serving_size_g,is_vegetarian,is_vegan,is_gluten_free,contains_nuts,contains_dairy,contains_gluten,contains_egg,is_nepali,data_source
61,Kukhura ko Jhol,कुखुराको झोल,nepali_meat,130,12.0,4.0,7.0,0.5,1.0,400,250,False,False,True,False,False,False,False,True,manual_calc
62,Sungur ko Masu,सुँगुरको मासु,nepali_meat,250,16.0,4.0,18.0,0.5,1.0,450,200,False,False,True,False,False,False,False,True,manual_calc
63,Bhutun,भुटुन,nepali_meat,280,18.0,2.0,22.0,0.5,0.5,500,100,False,False,True,False,False,False,False,True,manual_calc
64,Kachila,कचिला,nepali_meat,180,21.0,3.0,9.0,0.5,0.5,480,100,False,False,True,False,False,False,False,True,manual_calc
65,Juju Dhau,जुजु धौ,nepali_sweet,120,4.0,15.0,5.0,0.0,12.0,40,150,True,False,True,False,True,False,False,True,NARC
66,Kheer,खीर,nepali_sweet,150,3.5,22.0,5.5,0.5,14.0,50,150,True,False,True,True,True,False,False,True,manual_calc
67,Sikarni,सिकार्नी,nepali_sweet,140,4.5,18.0,5.5,0.5,16.0,45,100,True,False,True,True,True,False,False,True,manual_calc
68,Haluwa,हलुवा,nepali_sweet,320,4.0,45.0,14.0,1.5,25.0,20,100,True,False,False,True,True,True,False,True,manual_calc
69,Rasbari,रसबरी,nepali_sweet,220,6.0,38.0,5.0,0.0,35.0,30,50,True,False,True,False,True,False,False,True,manual_calc
70,Laddoo,लड्डु,nepali_sweet,400,6.0,60.0,16.0,2.0,40.0,20,50,True,False,True,True,True,False,False,True,manual_calc
71,Barfi,बर्फी,nepali_sweet,380,8.0,55.0,15.0,0.5,45.0,30,50,True,False,True,True,True,False,False,True,manual_calc
72,Peda,पेँडा,nepali_sweet,390,9.0,52.0,16.0,0.5,42.0,25,50,True,False,True,True,True,False,False,True,manual_calc
73,Lal Mohan,लाल मोहन,nepali_sweet,300,5.0,45.0,10.0,0.5,35.0,40,60,True,False,False,False,True,True,False,True,manual_calc
74,Jeri,जेरी,nepali_sweet,350,2.0,65.0,8.0,0.5,50.0,10,50,True,False,False,False,True,True,False,True,manual_calc
75,Chiya,चिया,nepali_beverage,55,1.5,8.0,2.0,0.0,7.5,15,150,True,False,True,False,True,False,False,True,manual_calc
76,Masala Tea,मसला चिया,nepali_beverage,60,1.5,9.0,2.0,0.1,8.0,15,150,True,False,True,False,True,False,False,True,manual_calc
77,Lassi,लस्सी,nepali_beverage,90,3.0,14.0,2.5,0.0,12.0,40,250,True,False,True,False,True,False,False,True,manual_calc
78,Chhyang,छ्याङ,nepali_beverage,70,0.5,12.0,0.1,0.2,2.0,5,200,True,True,True,False,False,False,False,True,FAO_Nepal_2012
79,Lemon Water,कागती पानी,nepali_beverage,10,0.1,2.5,0.0,0.1,1.0,2,250,True,True,True,False,False,False,False,True,manual_calc
80,Raksi,रक्सी,nepali_beverage,231,0.0,0.0,0.0,0.0,0.0,0,50,True,True,True,False,False,False,False,True,manual_calc
81,Tongba,तोङबा,nepali_beverage,65,0.8,11.0,0.2,0.5,1.5,5,300,True,True,True,False,False,False,False,True,manual_calc
82,Tomato Achar,गोलभेडाको अचार,nepali_pickle,45,1.5,6.0,1.8,2.0,3.0,450,30,True,True,True,False,False,False,False,True,manual_calc
83,Mula ko Achar,मुलाको अचार,nepali_pickle,55,1.5,7.0,2.5,2.5,3.0,500,30,True,True,True,False,False,False,False,True,manual_calc
84,Til ko Achar,तिलको अचार,nepali_pickle,220,6.0,12.0,18.0,4.0,1.0,450,20,True,True,True,False,False,False,False,True,manual_calc
85,Lapsi ko Achar,लप्सीको अचार,nepali_pickle,150,1.0,35.0,0.5,3.0,25.0,400,20,True,True,True,False,False,False,False,True,manual_calc
86,Gundruk ko Achar,गुन्द्रुकको अचार,nepali_pickle,85,4.0,9.0,3.5,4.5,1.5,450,20,True,True,True,False,False,False,False,True,manual_calc
87,Kakro ko Achar,काँक्रोको अचार,nepali_pickle,40,1.0,5.0,2.0,1.5,2.0,350,30,True,True,True,False,False,False,False,True,manual_calc
88,Aam ko Achar,आँपको अचार,nepali_pickle,180,1.0,20.0,12.0,3.0,15.0,600,20,True,True,True,False,False,False,False,True,manual_calc
89,White Rice,सेतो चामल,grain,130,2.7,28.0,0.3,0.4,0.1,1,100,True,True,True,False,False,False,False,False,USDA
90,Brown Rice,ब्राउन चामल,grain,111,2.6,23.0,0.9,1.8,0.4,5,100,True,True,True,False,False,False,False,False,USDA
91,Masoor Dal,मसुरो दाल,protein,353,25.8,60.1,1.1,10.7,2.0,6,100,True,True,True,False,False,False,False,False,USDA
92,Mung Dal,मुंग दाल,protein,347,23.9,62.6,1.2,16.3,6.6,15,100,True,True,True,False,False,False,False,False,USDA
93,Mustard Oil,तोरीको तेल,fat_oil,884,0.0,0.0,100.0,0.0,0.0,0,14,True,True,True,False,False,False,False,False,USDA
94,Ghee,घ्यू,fat_oil,876,0.3,0.0,99.5,0.0,0.0,2,14,True,False,True,False,True,False,False,False,USDA
95,Paneer,पनिर,dairy,321,21.0,3.4,25.0,0.0,3.4,18,100,True,False,True,False,True,False,False,False,USDA
96,Egg,अन्डा,protein,143,12.6,0.7,9.5,0.0,0.4,142,50,False,False,True,False,False,False,True,False,USDA
97,Chicken Breast,कुखुराको छाती,protein,165,31.0,0.0,3.6,0.0,0.0,74,100,False,False,True,False,False,False,False,False,USDA
98,Buff Meat,बफ मासु,protein,143,24.0,0.0,4.0,0.0,0.0,55,100,False,False,True,False,False,False,False,True,FAO_Nepal_2012
99,Onion,प्याज,vegetable,40,1.1,9.3,0.1,1.7,4.2,4,100,True,True,True,False,False,False,False,False,USDA
100,Garlic,लसुन,vegetable,149,6.4,33.1,0.5,2.1,1.0,17,10,True,True,True,False,False,False,False,False,USDA
101,Pizza,पिज्जा,international,266,11.0,33.0,10.0,2.5,3.5,600,150,True,False,False,False,True,True,False,False,USDA
102,Burger,बर्गर,international,295,14.0,24.0,16.0,1.5,4.5,450,200,False,False,False,False,True,True,False,False,USDA
103,Pasta,पास्ता,international,131,5.0,25.0,1.1,1.2,0.6,5,150,True,True,False,False,False,True,False,False,USDA
104,Fried Rice,फ्राइड राइस,international,163,4.5,23.0,5.5,1.5,1.0,350,200,True,False,True,False,False,False,False,False,USDA
105,Chow Mein,चाउमिन,international,180,6.0,25.0,6.5,2.0,1.5,450,200,True,False,False,False,False,True,False,False,manual_calc
106,Sandwich,स्यान्डविच,international,250,12.0,28.0,9.0,2.5,3.5,450,150,True,False,False,False,True,True,False,False,USDA
107,French Fries,फ्रेन्च फ्राइज,international,312,3.4,41.0,15.0,3.8,0.3,210,100,True,True,True,False,False,False,False,False,USDA
108,Ice Cream,आइसक्रिम,international,207,3.5,24.0,11.0,0.7,21.0,80,100,True,False,True,False,True,False,True,False,USDA
109,Chocolate,चकलेट,international,546,4.9,61.0,31.0,7.0,48.0,24,50,True,False,True,False,True,False,False,False,USDA
110,Apple Juice,स्याउको जुस,international,46,0.1,11.0,0.1,0.2,10.0,4,250,True,True,True,False,False,False,False,False,USDA
111,Cola,कोला,international,42,0.0,10.6,0.0,0.0,10.6,4,250,True,True,True,False,False,False,False,False,USDA
112,Green Salad,हरियो सलाद,international,15,1.0,3.0,0.2,1.5,1.5,10,100,True,True,True,False,False,False,False,False,USDA
113,Oatmeal,ओटमिल,international,68,2.4,12.0,1.4,1.7,0.5,49,150,True,True,True,False,False,False,False,False,USDA
114,Yogurt,दही,international,59,3.6,4.7,3.3,0.0,4.7,46,150,True,False,True,False,True,False,False,False,USDA
115,Toast,टोस्ट,international,293,9.0,55.0,4.0,4.0,5.0,500,50,True,True,False,False,False,True,False,False,USDA
116,Pancake,प्यानकेक,international,227,6.4,28.0,9.7,0.0,4.3,439,100,True,False,False,False,True,True,True,False,USDA
117,Waffle,वाफल,international,291,7.9,33.0,14.0,1.4,6.0,511,100,True,False,False,False,True,True,True,False,USDA
